To learn about increasing the verbosity of the NGen log files please see http://go.microsoft.com/fwlink/?linkid=210113
06/29/2018 19:26:06.262 [1860]: 1>    Compiling assembly Microsoft.ServiceModel.DomainServices.Tools.resources, Version=4.0.0.00000, Culture=fr, PublicKeyToken=31BF3856AD364E35 (CLR v4.0.30319) ...
06/29/2018 19:27:01.919 [1860]: 1>    Compiling assembly Microsoft.VisualStudio.Debugger.Parallel.Extension, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a (CLR v4.0.30319) ...
06/29/2018 19:27:02.341 [1860]: 1>    Compiling assembly Microsoft.VisualStudio.Debugger.Parallel.Gpu, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a (CLR v4.0.30319) ...
06/29/2018 19:27:03.451 [1860]: 1>    Compiling assembly Microsoft.VisualStudio.Design, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a (CLR v4.0.30319) ...
06/29/2018 19:27:04.716 [1860]: 1>    Compiling assembly Microsoft.VisualStudio.Designer.Interfaces, Version=1.0.5000.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a (CLR v4.0.30319) ...
06/29/2018 19:27:04.966 [1860]: 1>    Compiling assembly Microsoft.VisualStudio.DeveloperTools, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a (CLR v4.0.30319) ...
06/29/2018 19:27:05.654 [1860]: 1>    Compiling assembly Microsoft.VisualStudio.Diagnostics.Common, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a (CLR v4.0.30319) ...
06/29/2018 19:27:06.623 [1860]: 1>    Compiling assembly Microsoft.VisualStudio.Diagnostics.Measurement, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a (CLR v4.0.30319) ...
06/29/2018 19:27:06.810 [1860]: 1>    Compiling assembly Microsoft.VisualStudio.Diagnostics.PerformanceProvider, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a (CLR v4.0.30319) ...
06/29/2018 19:27:07.076 [1860]: 1>    Compiling assembly Microsoft.VisualStudio.Diagrams.CoreGestures.11.0, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a (CLR v4.0.30319) ...
06/29/2018 19:27:07.357 [1860]: 1>    Compiling assembly Microsoft.VisualStudio.Diagrams.Gestures.11.0, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a (CLR v4.0.30319) ...
06/29/2018 19:27:07.607 [1860]: 1>    Compiling assembly Microsoft.VisualStudio.Diagrams.Gestures.Interfaces.11.0, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a (CLR v4.0.30319) ...
06/29/2018 19:27:07.888 [1860]: Failed to load dependency Microsoft.Msagl of assembly Microsoft.VisualStudio.Diagrams.Layout.Implementation, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a because of the following error : The system cannot find the file specified. (Exception from HRESULT: 0x80070002)
06/29/2018 19:27:07.951 [1860]: 1>    Compiling assembly Microsoft.VisualStudio.Diagrams.Layout.Implementation, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a (CLR v4.0.30319) ...
06/29/2018 19:27:07.998 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x200000c - DoLayoutUpdate.
06/29/2018 19:27:07.998 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x200000d - DoGroupLayoutUpdate.
06/29/2018 19:27:07.998 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x200000e - RouteEdgesUpdate.
06/29/2018 19:27:07.998 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x2000017 - IncrementalCancelUpdate.
06/29/2018 19:27:08.029 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x2000028 - LayoutDoneUpdate.
06/29/2018 19:27:08.029 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x200002c - EdgeUpdate.
06/29/2018 19:27:08.060 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x2000035 - Microsoft.VisualStudio.Diagrams.Layout.NodeInfo.
06/29/2018 19:27:08.060 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x200003d - Microsoft.VisualStudio.Diagrams.Layout.LayoutEngineData.
06/29/2018 19:27:08.076 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x200004d - Microsoft.VisualStudio.Diagrams.Layout.WpfToMsaglGeometryConverter.
06/29/2018 19:27:08.076 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x200005a - <ConvertPolyBezierSegment>d__0.
06/29/2018 19:27:08.076 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x1000016 - Microsoft.Msagl.Core.Geometry.Rectangle.
06/29/2018 19:27:08.076 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x1000021 - Microsoft.Msagl.Core.CancelToken.
06/29/2018 19:27:08.076 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x1000023 - Microsoft.Msagl.Core.Layout.Node.
06/29/2018 19:27:08.076 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x1000034 - Microsoft.Msagl.Layout.Incremental.FastIncrementalLayoutSettings.
06/29/2018 19:27:08.091 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x1000038 - Microsoft.Msagl.Core.Layout.Edge.
06/29/2018 19:27:08.091 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x100003a - Microsoft.Msagl.Core.Layout.Label.
06/29/2018 19:27:08.091 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x100003e - Microsoft.Msagl.Core.Geometry.Curves.ICurve.
06/29/2018 19:27:08.091 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x100003f - Microsoft.Msagl.Core.Layout.Arrowhead.
06/29/2018 19:27:08.091 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x1000041 - Microsoft.Msagl.Core.Layout.Cluster.
06/29/2018 19:27:08.091 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x1000042 - Microsoft.Msagl.Core.Layout.Port.
06/29/2018 19:27:08.091 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x1000044 - Microsoft.Msagl.Core.Geometry.BorderInfo.
06/29/2018 19:27:08.091 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x1000045 - Microsoft.Msagl.Core.Geometry.RectangularClusterBoundary.
06/29/2018 19:27:08.107 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x1000055 - Microsoft.Msagl.Core.Layout.LayoutAlgorithmSettings.
06/29/2018 19:27:08.107 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x1000056 - Microsoft.Msagl.Core.Geometry.Curves.PlaneTransformation.
06/29/2018 19:27:08.107 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x1000058 - Microsoft.Msagl.Core.Layout.GeometryObject.
06/29/2018 19:27:08.107 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x1000059 - Microsoft.Msagl.Core.Layout.GeometryGraph.
06/29/2018 19:27:08.107 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x100005c - Microsoft.Msagl.Core.Geometry.Directions.
06/29/2018 19:27:08.107 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x100005d - Microsoft.Msagl.Core.Layout.PackingMethod.
06/29/2018 19:27:08.123 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x100005e - Microsoft.Msagl.Core.Routing.EdgeRoutingMode.
06/29/2018 19:27:08.123 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x100005f - Microsoft.Msagl.Layout.Incremental.LockPosition.
06/29/2018 19:27:08.123 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x1000066 - Microsoft.Msagl.Core.Geometry.Point.
06/29/2018 19:27:08.123 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x1000068 - Microsoft.Msagl.Core.Geometry.Curves.Ellipse.
06/29/2018 19:27:08.123 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x1000069 - Microsoft.Msagl.Core.ProgressChangedEventArgs.
06/29/2018 19:27:08.123 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x100006d - Microsoft.Msagl.Core.Geometry.Curves.LineSegment.
06/29/2018 19:27:08.123 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x100006f - Microsoft.Msagl.Core.Geometry.Curves.Polyline.
06/29/2018 19:27:08.123 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x1000071 - Microsoft.Msagl.Core.Geometry.Curves.CubicBezierSegment.
06/29/2018 19:27:08.138 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x10000ae - Microsoft.Msagl.Layout.Incremental.HorizontalSeparationConstraint.
06/29/2018 19:27:08.138 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x10000af - Microsoft.Msagl.Layout.Incremental.IConstraint.
06/29/2018 19:27:08.138 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x10000b0 - Microsoft.Msagl.Layout.Incremental.VerticalSeparationConstraint.
06/29/2018 19:27:08.138 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x10000b1 - Microsoft.Msagl.Layout.Incremental.ProcrustesCircleConstraint.
06/29/2018 19:27:08.138 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x10000b6 - Microsoft.Msagl.Core.Layout.EdgeGeometry.
06/29/2018 19:27:08.138 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x10000b7 - Microsoft.Msagl.Core.Layout.MultiLocationFloatingPort.
06/29/2018 19:27:08.138 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x10000bd - Microsoft.Msagl.Core.Geometry.ApproximateComparer.
06/29/2018 19:27:08.138 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x10000c3 - Microsoft.Msagl.Core.Layout.IdealEdgeLengthSettings.
06/29/2018 19:27:08.138 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x10000c5 - PlacementSide.
06/29/2018 19:27:08.154 [1860]: 1>Warning: System.IO.FileNotFoundException: Could not load file or assembly 'Microsoft.Msagl, Version=11.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' or one of its dependencies. The system cannot find the file specified. while resolving 0x10000c6 - PlacementStrategy.
